,index,Global_active_power,Global_reactive_power,Voltage,Sub_metering_total,Hour,Minutes,day,month,year
463,1236182,0.4,0.134,243.13,2,4,26,23,4,2009
464,542195,0.42,0.274,246.39,0,5,59,28,12,2007
465,432965,1.354,0,237.61,17,9,29,13,10,2007
466,677942,0.404,0.252,245.66,1,12,26,31,3,2008
467,231718,1.58,0.072,232.81,18,15,22,26,5,2007
468,1268442,0.29,0,241.84,1,14,6,15,5,2009
469,209591,0.27,0.186,236.59,2,6,35,11,5,2007
470,1055694,2.76,0.1,238.59,17,20,18,18,12,2008
471,1612710,1.656,0.096,243.08,12,15,54,9,1,2010
472,1017050,0.336,0.058,244.23,0,0,14,22,11,2008
473,1557350,0.238,0,245.47,1,5,14,2,12,2009
474,2051724,1.464,0.122,235.96,19,12,48,10,11,2010
475,1382042,0.136,0,240.07,1,11,26,2,8,2009
476,1358653,0.26,0.168,239.94,1,5,37,17,7,2009
477,1942136,0.442,0.326,240.75,1,10,20,26,8,2010
478,1721713,1.824,0.114,240.51,19,8,37,26,3,2010
479,470482,1.538,0,236.66,17,10,46,8,11,2007
480,1358631,1.382,0.216,239.53,19,5,15,17,7,2009
481,1115989,0.336,0.064,245.22,0,17,13,29,1,2009
482,1270986,0.348,0.094,241.02,0,8,30,17,5,2009
483,2026707,2.092,0.052,245.95,19,3,51,24,10,2010
484,1064872,0.21,0.052,244.83,0,5,16,25,12,2008
485,53371,2.914,0.336,233.35,0,18,55,22,1,2007
486,1460605,0.236,0.14,242.27,1,0,49,26,9,2009
487,1119926,0.566,0,243.01,0,10,50,1,2,2009
488,514351,1.456,0.088,240.2,18,21,55,8,12,2007
489,720926,1.462,0,238.62,18,8,50,30,4,2008
490,256315,0.19,0.098,239.99,0,17,19,12,6,2007
491,803015,1.3,0.104,236.69,18,8,59,26,6,2008
492,1232388,1.496,0.222,241.35,19,13,12,20,4,2009
493,445522,0.326,0.102,242.28,0,2,46,22,10,2007
494,774706,0.346,0,240.46,1,17,10,6,6,2008
495,1313725,0.152,0,242.49,0,0,49,16,6,2009
496,1779192,0.316,0.05,237.38,1,6,36,5,5,2010
497,1673191,0.384,0.088,244.33,0,15,55,20,2,2010
498,1340793,0.572,0.328,241.4,1,19,57,4,7,2009
499,723964,1.302,0,239.56,18,11,28,2,5,2008
500,291508,0.112,0,242.29,0,3,52,7,7,2007
501,552453,1.612,0.124,238.42,21,8,57,4,1,2008
502,334696,0.198,0.122,236.18,0,3,40,6,8,2007
503,1158724,1.48,0.104,240.35,18,9,28,28,2,2009
504,1370293,0.132,0,243.06,0,7,37,25,7,2009
505,1358103,0.258,0.122,244.35,1,20,27,16,7,2009
506,1513157,1.68,0.072,239.83,19,12,41,1,11,2009
507,1580584,2.284,0.048,241.61,19,8,28,18,12,2009
508,782918,2.434,0.106,236.34,18,10,2,12,6,2008
509,899192,0.216,0.088,240.14,1,3,56,1,9,2008
510,139120,1.264,0,239.22,18,8,4,23,3,2007
511,1240851,1.77,0.396,240.81,19,10,15,26,4,2009
512,1204224,0.406,0.254,247.7,1,23,48,31,3,2009
513,695919,3.142,0.306,238.54,19,0,3,13,4,2008
514,1675804,1.362,0.066,237.59,20,11,28,22,2,2010
515,700721,1.324,0,238.55,18,8,5,16,4,2008
516,1852221,0.584,0.078,241.92,0,23,45,24,6,2010
517,652794,0.232,0.056,241.72,0,1,18,14,3,2008
518,1820700,0.17,0,241.94,1,2,24,3,6,2010
519,1568748,0.342,0.136,241.59,1,3,12,10,12,2009
520,1048770,0.434,0.154,243.03,0,0,54,14,12,2008
521,1372979,1.38,0.222,242.13,19,4,23,27,7,2009
522,1382892,0.216,0.108,242.82,1,1,36,3,8,2009
523,739220,0.274,0.104,238.51,1,1,44,13,5,2008
524,68894,1.456,0.238,238.47,18,13,38,2,2,2007
525,1552350,2.708,0.276,238.19,19,17,54,28,11,2009
526,2004571,0.914,0.208,239.83,1,18,55,8,10,2010
527,1220675,1.438,0.064,236.71,19,9,59,12,4,2009
528,1552443,1.716,0.18,240.31,21,19,27,28,11,2009
529,1386713,0.238,0.136,241.98,1,17,17,5,8,2009
530,1337376,0.472,0.346,241.92,2,11,0,2,7,2009
531,742709,0.308,0.216,240.95,1,11,53,15,5,2008
532,1846775,0.38,0.192,241.11,1,4,59,21,6,2010
533,435410,0.378,0.19,240.4,1,2,14,15,10,2007
534,1489277,0.564,0.114,243.23,1,22,41,15,10,2009
535,1500584,2.63,0,236.94,18,19,8,23,10,2009
536,1719895,0.588,0.346,242.69,2,2,19,25,3,2010
537,688358,0.408,0.138,244.98,1,18,2,7,4,2008
538,963937,0.296,0,240.16,1,3,1,16,10,2008
539,1511490,0.276,0,239.58,1,8,54,31,10,2009
540,1765044,2.364,0.114,237.25,26,10,48,25,4,2010
541,1383287,0.306,0.252,240.34,3,8,11,3,8,2009
542,552718,1.652,0.096,242.1,18,13,22,4,1,2008
543,1768036,1.52,0.234,241.91,20,12,40,27,4,2010
544,1483450,1.27,0.196,242.29,1,21,34,11,10,2009
545,1333936,0.258,0.14,245.9,0,1,40,30,6,2009
546,1435572,0.212,0.114,243.14,1,15,36,8,9,2009
547,764091,1.392,0.144,240.51,19,8,15,30,5,2008
548,893322,0.176,0.146,238.15,0,2,6,28,8,2008
549,863916,0.176,0.142,237.45,1,16,0,7,8,2008
550,1021934,2.946,0.06,239.95,18,9,38,25,11,2008
551,1279028,0.93,0.13,241.03,11,22,32,22,5,2009
552,1727956,0.9,0.118,240.14,1,16,40,30,3,2010
553,160134,2.506,0.366,238.4,17,22,18,6,4,2007
554,631186,0.216,0,242.84,0,1,10,28,2,2008
555,475767,0.444,0.226,243.33,1,2,51,12,11,2007
556,1242902,2.126,0.088,239.97,0,20,26,27,4,2009
557,1796640,1.352,0.046,240.21,19,9,24,17,5,2010
558,1520650,1.788,0,241.31,18,17,34,6,11,2009
559,648225,2.298,0,238.79,0,21,9,10,3,2008
560,1063577,1.988,0.094,243.61,18,7,41,24,12,2008
561,725233,0.4,0.096,243.38,0,8,37,3,5,2008
562,437189,3.5,0.056,238.45,17,7,53,16,10,2007
563,134843,3.154,0,236.16,17,8,47,20,3,2007
564,873910,0.178,0.154,241.96,1,14,34,14,8,2008
565,1640820,0.362,0.124,247.23,2,4,24,29,1,2010
566,1672499,0.26,0.052,246.84,1,4,23,20,2,2010
567,1257703,0.25,0,241.38,1,3,7,8,5,2009
568,29146,1.724,0.154,240.87,18,23,10,5,1,2007
569,25290,0.456,0.156,245.19,0,6,54,3,1,2007
570,1391057,1.268,0.092,240.33,18,17,41,8,8,2009
571,793108,2.59,0.39,234.33,38,11,52,19,6,2008
572,1158319,0.36,0.118,246.89,0,2,43,28,2,2009
573,1338332,0.3,0.218,241.21,1,2,56,3,7,2009
574,1429241,0.906,0.252,241.63,12,6,5,4,9,2009
575,640385,0.292,0.074,242.21,0,10,29,5,3,2008
576,1583077,1.492,0.192,247.66,20,2,1,20,12,2009
577,1265316,1.76,0.198,239.11,19,10,0,13,5,2009
578,1135470,0.308,0.086,246.69,0,5,54,12,2,2009
579,1774459,1.686,0.198,243.77,19,23,43,1,5,2010
580,635867,0.296,0.078,242.79,0,7,11,2,3,2008
581,1554326,0.298,0,246.51,0,2,50,30,11,2009
582,568340,1.502,0.08,241.11,18,9,44,15,1,2008
583,452477,0.432,0,241.22,0,22,41,26,10,2007
584,884944,0.082,0,241.06,1,6,28,22,8,2008
585,1427476,0.996,0.24,239.58,13,0,40,3,9,2009
586,1016582,1.624,0,239.61,19,16,26,21,11,2008
587,1637878,1.374,0,244.04,19,3,22,27,1,2010
588,707118,0.406,0.094,242.7,1,18,42,20,4,2008
589,1853774,0.152,0,238.41,1,1,38,26,6,2010
590,1980331,0.634,0.07,245.53,1,22,55,21,9,2010
591,1937097,1.056,0.05,240.48,0,22,21,22,8,2010
592,1731605,0.326,0.102,242.24,1,5,29,2,4,2010
593,2068452,0.322,0.088,243.08,0,3,36,22,11,2010
594,1068145,2.514,0,242.13,18,11,49,27,12,2008
595,51326,2.636,0.218,236.51,18,8,50,21,1,2007
596,1309245,0.482,0.202,238.39,1,22,9,12,6,2009
597,1258406,2.05,0.194,245.06,21,14,50,8,5,2009
598,774281,1.288,0.096,236.98,18,10,5,6,6,2008
599,233812,1.488,0.216,235.32,18,2,16,28,5,2007
600,1709627,0.34,0,244.95,2,23,11,17,3,2010
601,1633889,3.062,0,238.74,19,8,53,24,1,2010
602,1316347,0.434,0,240.29,1,20,31,17,6,2009
603,2021233,1.912,0.076,242.3,19,8,37,20,10,2010
604,960658,2.332,0.364,238.2,1,20,22,13,10,2008
605,706043,0.38,0.13,245.93,1,0,47,20,4,2008
606,79853,0.264,0,244.47,0,4,17,10,2,2007
607,1928157,0.402,0.094,239.58,1,17,21,16,8,2010
608,708641,1.43,0.126,240.73,19,20,5,21,4,2008
609,947870,0.344,0.102,241.13,1,23,14,4,10,2008
610,219231,1.574,0.056,234.86,18,23,15,17,5,2007
611,2025862,1.718,0.08,242.98,18,13,46,23,10,2010
612,849689,0.522,0.254,241.81,3,18,53,28,7,2008
613,505559,2.854,0.216,234.76,1,19,23,2,12,2007
614,1785184,1.842,0.384,241.02,20,10,28,9,5,2010
615,1938328,0.902,0.208,242.84,13,18,52,23,8,2010
616,1101595,0.294,0.076,242.99,0,17,19,19,1,2009
617,60148,1.758,0.19,237.09,17,11,52,27,1,2007
618,722648,0.34,0.112,241.02,1,13,32,1,5,2008
619,129854,2.07,0.066,236.94,17,21,38,16,3,2007
620,935963,0.254,0.13,244.18,1,16,47,26,9,2008
621,1487100,1.48,0.212,240.63,20,10,24,14,10,2009
622,1747761,1.416,0.072,240.4,19,10,45,13,4,2010
623,1681518,1.816,0,240.15,18,10,42,26,2,2010
624,830383,1.336,0.064,239.84,19,9,7,15,7,2008
625,21818,2.358,0,235.46,0,21,2,31,12,2006
626,1182906,0.346,0.098,244.45,0,4,30,17,3,2009
627,125984,0.344,0,242.24,1,5,8,14,3,2007
628,769177,0.306,0.168,235.77,1,21,1,2,6,2008
629,76147,1.598,0.094,241.61,18,14,31,7,2,2007
630,1830752,0.96,0.274,241.24,13,1,56,10,6,2010
631,501731,0.396,0,246.51,0,3,35,30,11,2007
632,2015927,0.254,0,245.24,1,16,11,16,10,2010
633,1449059,0.202,0,242.9,1,0,23,18,9,2009
634,1654368,0.25,0.046,244.74,1,14,12,7,2,2010
635,554594,1.802,0.174,236.89,19,20,38,5,1,2008
636,277750,0.366,0.344,240.72,1,14,34,27,6,2007
637,1694451,0.25,0,242.52,1,10,15,7,3,2010
638,1727011,0.45,0.306,242.39,1,0,55,30,3,2010
639,101375,0.318,0.124,241.3,0,2,59,25,2,2007
640,393586,0.212,0.132,242.23,0,1,10,16,9,2007
641,1191567,0.38,0,241.65,0,4,51,23,3,2009
642,1091707,1.99,0.112,241.58,1,20,31,12,1,2009
643,661110,1.464,0.11,242.14,0,19,54,19,3,2008
644,1809240,0.172,0,241.02,1,3,24,26,5,2010
645,1812502,1.922,0.194,238.98,19,9,46,28,5,2010
646,936750,0.26,0.124,241.4,1,5,54,27,9,2008
647,465971,1.236,0,242.86,0,7,35,5,11,2007
648,997590,0.43,0.19,239.72,1,11,54,8,11,2008
649,781729,0.256,0.132,240.26,0,14,13,11,6,2008
650,1818033,0.174,0,242.54,1,5,57,1,6,2010
651,792300,2.03,0.302,240.22,20,22,24,18,6,2008
652,1799869,0.442,0.122,243.84,2,15,13,19,5,2010
653,625949,1.408,0.182,235.63,17,9,53,24,2,2008
654,1169689,0.468,0.08,243.06,0,0,13,8,3,2009
655,1576350,1.384,0,244.39,19,9,54,15,12,2009
656,1594279,2.104,0.396,237.78,2,20,43,27,12,2009
657,1009419,1.728,0.07,236.72,3,17,3,16,11,2008
658,1732476,2.472,0.254,236.12,19,20,0,2,4,2010
659,1736201,0.422,0.1,243.18,0,10,5,5,4,2010
660,1763580,0.242,0,241.74,0,10,24,24,4,2010
661,169948,0.294,0.1,238.74,2,17,52,13,4,2007
662,1126582,0.534,0.104,247.35,3,1,46,6,2,2009
663,1918258,0.34,0.248,242.23,2,20,22,9,8,2010
664,2026941,0.372,0.086,243.39,2,7,45,24,10,2010
665,422138,1.436,0.062,239.04,17,21,2,5,10,2007
666,1850464,1.512,0.334,239.12,22,18,28,23,6,2010
667,1640758,0.282,0,248.22,1,3,22,29,1,2010
668,1950332,0.176,0,243.23,0,2,56,1,9,2010
669,467348,0.226,0,240.82,0,6,32,6,11,2007
670,501543,0.586,0.182,245.39,0,0,27,30,11,2007
671,1974917,0.84,0.322,242.42,13,4,41,18,9,2010
672,1839068,1.776,0,241.85,19,20,32,15,6,2010
673,2070801,1.908,0,236.07,0,18,45,23,11,2010
674,375884,0.226,0.122,239.25,0,18,8,3,9,2007
675,557894,0.226,0,246.03,0,3,38,8,1,2008
676,1177942,1.448,0.092,242.24,18,17,46,13,3,2009
677,959184,3.462,0.134,235.63,35,19,48,12,10,2008
678,1926441,0.246,0.114,242.86,1,12,45,15,8,2010
679,970656,1.028,0.096,237.29,0,19,0,20,10,2008
680,686095,0.446,0.21,241.66,1,4,19,6,4,2008
681,292181,1.34,0.218,238.72,18,15,5,7,7,2007
682,1375265,0.442,0.072,238.94,1,18,29,28,7,2009
683,251817,1.348,0.06,239.57,18,14,21,9,6,2007
684,818016,0.636,0.09,242.78,1,19,0,6,7,2008
685,1193109,0.35,0.076,246.46,0,6,33,24,3,2009
686,1954252,2.016,0.24,239.32,24,20,16,3,9,2010
687,1867989,1.998,0.142,239.93,0,22,33,5,7,2010
688,667801,0.462,0,239.66,3,11,25,24,3,2008
689,269174,0.31,0.236,242.45,0,15,38,21,6,2007
690,474520,0.356,0,241.12,0,6,4,11,11,2007
691,1937313,0.174,0,240.64,0,1,57,23,8,2010
692,1758388,1.946,0.318,240.55,18,19,52,20,4,2010
693,1360739,0.416,0.21,243.09,1,16,23,18,7,2009
694,1588889,0.28,0.106,248.23,2,2,53,24,12,2009
695,801262,0.138,0,240.56,1,3,46,25,6,2008
696,1369528,0.898,0.246,241.17,13,18,52,24,7,2009
697,369801,1.406,0.108,240.6,18,12,45,30,8,2007
698,1665984,0.344,0.092,246.37,0,15,48,15,2,2010
699,673780,0.324,0.116,245.72,0,15,4,28,3,2008
700,2067566,0.46,0.296,241.14,1,12,50,21,11,2010
701,1229765,0.498,0.262,240.51,2,17,29,18,4,2009
702,1794077,0.568,0.214,243.12,1,14,41,15,5,2010
703,1699414,1.266,0.064,239.07,1,20,58,10,3,2010
704,1129717,0.304,0.074,246.78,0,6,1,8,2,2009
705,700973,0.382,0.138,242.06,0,12,17,16,4,2008
706,510132,0.404,0,246.82,0,23,36,5,12,2007
707,674177,2.36,0.076,242.52,18,21,41,28,3,2008
708,694665,0.264,0,243.89,0,3,9,12,4,2008
709,1356480,0.284,0,243.9,1,17,24,15,7,2009
710,326005,0.204,0.118,236.27,0,2,49,31,7,2007
711,1279434,0.332,0.11,241.94,1,5,18,23,5,2009
712,570010,3.404,0,236.75,45,13,34,16,1,2008
713,1172275,2.146,0.174,239.74,0,19,19,9,3,2009
714,1131472,2.422,0.204,238.38,17,11,16,9,2,2009
715,1561314,0.416,0.114,242.36,1,23,18,4,12,2009
716,1705639,0.362,0.112,244.49,0,4,43,15,3,2010
717,2015521,0.312,0.082,239.1,2,9,25,16,10,2010
718,288752,0.246,0.148,240.92,0,5,56,5,7,2007
719,1818034,0.172,0,242.42,1,5,58,1,6,2010
720,1980096,0.2,0,243.83,1,19,0,21,9,2010
721,267292,1.306,0.098,240.97,20,8,16,20,6,2007
722,985500,0.204,0.06,243.24,0,2,24,31,10,2008
723,1395053,0.33,0.28,242.94,1,12,17,11,8,2009
724,2056544,1.802,0.14,238.07,17,21,8,13,11,2010
725,573411,1.692,0.172,238.34,0,22,15,18,1,2008
726,1461868,0.376,0.218,242.07,0,21,52,26,9,2009
727,1250363,0.3,0.068,244.4,0,0,47,3,5,2009
728,561557,0.424,0.104,244.59,0,16,41,10,1,2008
729,43404,1.726,0.132,240.78,17,20,48,15,1,2007
730,1146877,0.468,0.174,244.77,1,4,1,20,2,2009
731,98644,0.392,0.146,240.86,1,5,28,23,2,2007
732,1247174,2.162,0,238.19,18,19,38,30,4,2009
733,1455494,1.224,0,237.58,17,11,38,22,9,2009
734,567004,1.5,0,237.85,17,11,28,14,1,2008
735,671132,1.78,0,237.49,26,18,56,26,3,2008
736,1015583,0.37,0.074,243.85,0,23,47,20,11,2008
737,579938,1.928,0.076,240.76,17,11,2,23,1,2008
738,1151214,1.292,0,243.69,0,4,18,23,2,2009
739,833361,0.296,0.116,239.04,1,10,45,17,7,2008
740,1807884,0.27,0.102,242.2,2,4,48,25,5,2010
741,66743,0.224,0,242.38,0,1,47,1,2,2007
742,1099346,0.218,0.062,246.55,0,3,50,18,1,2009
743,360693,0.21,0.138,242.93,0,4,57,24,8,2007
744,1410492,0.22,0.122,243.61,2,5,36,22,8,2009
745,74124,0.226,0,241.45,0,4,48,6,2,2007
746,328333,0.1,0,233.26,0,17,37,1,8,2007
747,1903192,0.256,0.106,238.49,1,9,16,30,7,2010
748,849448,0.27,0.062,241.59,0,14,52,28,7,2008
749,38881,0.332,0,240.62,0,17,25,12,1,2007
750,395602,0.214,0.094,237.11,0,10,46,17,9,2007
751,681342,2.916,0.072,235.01,17,21,6,2,4,2008
752,78595,2.056,0,236.65,17,7,19,9,2,2007
753,848080,1.084,0.35,236.49,2,16,4,27,7,2008
754,420154,1.418,0.152,236.77,17,11,58,4,10,2007
755,1542076,0.866,0.15,241.93,11,14,40,21,11,2009
756,767027,0.292,0,242.41,2,9,11,1,6,2008
757,2068392,0.226,0,244.57,0,2,36,22,11,2010
758,859381,0.14,0,239.68,1,12,25,4,8,2008
759,1759092,1.386,0.08,238.06,18,7,36,21,4,2010
760,405745,0.172,0.076,235.36,1,11,49,24,9,2007
761,849289,0.152,0,238.22,1,12,13,28,7,2008
762,1715465,0.632,0.252,243,4,0,29,22,3,2010
763,1231200,0.416,0.22,240.24,1,17,24,19,4,2009
764,1998787,2.17,0.292,237.81,20,18,31,4,10,2010
765,1391448,0.136,0,240.65,0,0,12,9,8,2009
766,309848,0.36,0.11,235.15,1,21,32,19,7,2007
767,149536,1.634,0.22,240.57,19,13,40,30,3,2007
768,205444,1.31,0,234.94,17,9,28,8,5,2007
769,11594,0.576,0.224,243.03,1,18,38,24,12,2006
770,1455701,0.306,0.13,242.88,2,15,5,22,9,2009
771,720441,1.834,0.066,239.22,2,0,45,30,4,2008
772,1892770,1.146,0.174,238.18,2,3,34,23,7,2010
773,1817100,0.194,0,242.77,0,14,24,31,5,2010
774,1744895,0.434,0.128,240.57,0,10,59,11,4,2010
775,106432,0.396,0.248,241.37,2,15,16,28,2,2007
776,1800190,1.72,0.282,240.64,16,20,34,19,5,2010
777,1461745,1.388,0.188,236.28,17,19,49,26,9,2009
778,947639,1.284,0.238,240.9,1,19,23,4,10,2008
779,727923,0.344,0.076,241.62,1,5,27,5,5,2008
780,204790,1.55,0.142,235.31,0,22,34,7,5,2007
781,804730,1.832,0.406,237.72,3,13,34,27,6,2008
782,1107470,1.704,0.09,238.14,0,19,14,23,1,2009
783,993133,1.906,0.164,240.84,22,9,37,5,11,2008
784,215592,1.364,0.068,232.12,17,10,36,15,5,2007
785,1804434,2.396,0.382,238.31,18,19,18,22,5,2010
786,672596,0.64,0.098,238.33,0,19,20,27,3,2008
787,1680102,1.724,0.064,238.39,18,11,6,25,2,2010
788,2008311,1.684,0.126,240.21,24,9,15,11,10,2010
789,1751237,2.142,0.058,239.04,19,20,41,15,4,2010
790,1244154,0.306,0,243.47,1,17,18,28,4,2009
791,1647252,1.498,0.218,243.67,19,15,36,2,2,2010
792,1020306,1.48,0.16,241.04,1,6,30,24,11,2008
793,640024,0.22,0,243,0,4,28,5,3,2008
794,78711,1.368,0.11,237.8,17,9,15,9,2,2007
795,423851,0.6,0.308,239.82,1,1,35,7,10,2007
796,966294,2.748,0,238.03,39,18,18,17,10,2008
797,1145248,0.404,0.06,240.37,0,0,52,19,2,2009
798,1255227,1.376,0.06,239.88,19,9,51,6,5,2009
799,1380045,0.23,0.12,239.41,1,2,9,1,8,2009
800,2060054,2.254,0.152,239.17,18,7,38,16,11,2010
801,631263,0.394,0.226,243.62,0,2,27,28,2,2008
802,92987,1.746,0.138,240.67,19,7,11,19,2,2007
803,588982,0.46,0,241.98,0,17,46,29,1,2008
804,1251599,2.968,0.344,237.87,21,21,23,3,5,2009
805,1528992,0.332,0.104,242.13,1,12,36,12,11,2009
806,871688,0.08,0,241.28,1,1,32,13,8,2008
807,1662162,0.446,0.188,246.27,1,0,6,13,2,2010
808,33463,0.422,0.286,244.88,1,23,7,8,1,2007
809,1376308,1.34,0.088,240.87,20,11,52,29,7,2009
810,391411,0.12,0,239.11,0,12,55,14,9,2007
811,1881166,1.32,0,237.83,0,2,10,15,7,2010
812,1902513,0.346,0.21,241.64,0,21,57,29,7,2010
813,1615685,0.612,0,246.89,0,17,29,11,1,2010
814,1433812,1.268,0,242.05,18,10,16,7,9,2009
815,1956717,0.444,0.292,241.86,2,13,21,5,9,2010
816,1882317,1.416,0.066,241.16,18,21,21,15,7,2010
817,1184301,0.318,0.096,242.72,0,3,45,18,3,2009
818,1526892,0.256,0,245.29,1,1,36,11,11,2009
819,973981,0.318,0.096,242.62,2,2,25,23,10,2008
820,543172,2.69,0.058,238.44,17,22,16,28,12,2007
821,1358885,1.378,0.202,240.55,18,9,29,17,7,2009
822,1216603,0.506,0,242.15,1,14,7,9,4,2009
823,927034,1.442,0.112,239.93,19,11,58,20,9,2008
824,1116897,1.35,0.056,241.05,19,8,21,30,1,2009
825,583841,0.432,0.098,243.31,0,4,5,26,1,2008
826,329807,0.174,0.098,236.63,0,18,11,2,8,2007
827,1346313,0.3,0.134,243.57,1,15,57,8,7,2009
828,459364,1.364,0.082,241.03,20,17,28,31,10,2007
829,508301,0.294,0.094,242.55,0,17,5,4,12,2007
830,1912000,0.158,0,242.65,1,12,4,5,8,2010
831,2017861,0.326,0.092,245.27,1,0,25,18,10,2010
832,1487055,3.406,0.052,234.6,53,9,39,14,10,2009
833,2024645,0.332,0.062,243.75,3,17,29,22,10,2010
834,755813,1.37,0.226,239.32,18,14,17,24,5,2008
835,1172450,1.6,0,239.23,1,22,14,9,3,2009
836,498828,0.382,0.112,245.18,0,3,12,28,11,2007
837,176669,0.298,0,243.01,0,9,53,18,4,2007
838,1895892,0.246,0.1,241.07,2,7,36,25,7,2010
839,1655975,1.356,0.05,245.06,19,16,59,8,2,2010
840,1016815,2.162,0.214,238.47,0,20,19,21,11,2008
841,1696885,0.51,0.374,247.19,2,2,49,9,3,2010
842,1757522,0.246,0.052,241.98,1,5,26,20,4,2010
843,564280,0.558,0.216,241.44,2,14,4,12,1,2008
844,1259403,2.39,0.254,240.66,21,7,27,9,5,2009
845,13670,2.374,0,244.67,0,5,14,26,12,2006
846,713962,0.494,0.118,243.62,1,12,46,25,4,2008
847,1458378,0.548,0.246,239.72,2,11,42,24,9,2009
848,2061741,1.478,0.182,240.87,20,11,45,17,11,2010
849,1786324,1.306,0.07,239.81,19,5,28,10,5,2010
850,1910796,1.238,0,241.98,19,16,0,4,8,2010
851,138931,0.21,0,244.19,0,4,55,23,3,2007
852,972456,0.408,0.2,243.81,1,1,0,22,10,2008
853,21785,2.372,0,236.25,0,20,29,31,12,2006
854,1763089,0.352,0.162,244.36,2,2,13,24,4,2010
855,1326594,0.392,0.214,244.64,1,23,18,24,6,2009
856,281782,0.13,0,241.17,0,9,46,30,6,2007
857,500063,0.224,0,246.45,0,23,47,28,11,2007
858,600761,1.93,0.106,237.65,2,22,5,6,2,2008
859,852576,1.294,0.36,240.8,0,19,0,30,7,2008
860,1018184,1.566,0,235.82,0,19,8,22,11,2008
861,462480,1.324,0.08,235.23,17,21,24,2,11,2007
862,941369,0.236,0,241.15,0,10,53,30,9,2008
863,1112684,1.642,0.174,240.02,18,10,8,27,1,2009
864,968799,0.28,0,240.53,1,12,3,19,10,2008
865,840640,0.41,0,239.45,0,12,4,22,7,2008
866,1962252,0.254,0.062,239.79,2,9,36,9,9,2010
867,123437,1.954,0.114,236.68,17,10,41,12,3,2007
868,1176737,1.344,0,243.04,0,21,41,12,3,2009
869,182906,0.404,0.106,242.44,1,17,50,22,4,2007
870,1186481,0.214,0,244.26,0,16,5,19,3,2009
871,54528,0.218,0,244.35,0,14,12,23,1,2007
872,329763,0.172,0.094,235.27,0,17,27,2,8,2007
873,883710,0.08,0,239.63,1,9,54,21,8,2008
874,758355,2.214,0.334,238.34,29,8,39,26,5,2008
875,204471,0.292,0.204,235.32,0,17,15,7,5,2007
876,670514,1.798,0,240.43,19,8,38,26,3,2008
877,1263336,0.364,0,241.48,1,1,0,12,5,2009
878,1674759,1.826,0.184,233.38,22,18,3,21,2,2010
879,360161,0.586,0.11,240.76,1,20,5,23,8,2007
880,968896,0.262,0,240.56,0,13,40,19,10,2008
881,1914395,0.246,0.108,240.58,2,3,59,7,8,2010
882,1748890,1.456,0.202,239.54,19,5,34,14,4,2010
883,233458,1.75,0.062,236.37,17,20,22,27,5,2007
884,2045806,2.712,0.222,235.39,37,10,10,6,11,2010
885,1967997,0.244,0.08,241.06,2,9,21,13,9,2010
886,1369954,0.384,0.362,240.97,2,1,58,25,7,2009
887,228329,2.952,0,232.6,0,6,53,24,5,2007
888,1240632,1.526,0.222,242.27,19,6,36,26,4,2009
889,961068,0.432,0.224,240.49,2,3,12,14,10,2008
890,739642,1.304,0.082,240.52,18,8,46,13,5,2008
891,546998,2.208,0.086,243.68,22,14,2,31,12,2007
892,906739,1.308,0.09,242.55,19,9,43,6,9,2008
893,152568,0.356,0.094,240.18,0,16,12,1,4,2007
894,1221488,0.518,0.138,244.09,1,23,32,12,4,2009
895,582130,1.298,0.082,243.2,1,23,34,24,1,2008
896,1238478,1.85,0.226,242.24,19,18,42,24,4,2009
897,1543753,2.938,0.258,238.6,20,18,37,22,11,2009
898,278406,0.43,0.384,240.28,1,1,30,28,6,2007
899,1306998,1.378,0,238.4,18,8,42,11,6,2009
900,47029,1.282,0,240.09,17,9,13,18,1,2007
901,678660,1.528,0.2,243.94,18,0,24,1,4,2008
902,9596,1.362,0.068,243.26,19,9,20,23,12,2006
903,1869821,0.162,0,241.09,1,5,5,7,7,2010
904,749118,0.63,0,244.02,1,22,42,19,5,2008
905,1440134,0.608,0.064,240.97,1,19,38,11,9,2009
906,1442867,1.538,0.062,237.79,19,17,11,13,9,2009
907,2045184,0.348,0.07,243.55,1,23,48,5,11,2010
908,1037627,1.538,0,243.39,19,7,11,6,12,2008
909,352544,0.102,0,238.88,0,13,8,18,8,2007
910,325979,0.264,0.216,236.11,0,2,23,31,7,2007
911,3591,0.26,0,243.49,0,5,15,19,12,2006
912,502660,1.888,0.132,239.72,0,19,4,30,11,2007
913,448593,0.224,0,242.65,0,5,57,24,10,2007
914,1352865,0.288,0.228,242.49,2,5,9,13,7,2009
915,1032848,0.348,0.05,246.89,0,23,32,2,12,2008
916,1675465,0.4,0.19,244.97,3,5,49,22,2,2010
917,569359,0.494,0.108,245.96,0,2,43,16,1,2008
918,1906023,0.154,0,239.69,1,8,27,1,8,2010
919,263134,1.662,0.166,238.75,19,10,58,17,6,2007
920,293051,0.3,0.246,243.36,2,5,35,8,7,2007
921,1958872,0.688,0.07,241.94,9,1,16,7,9,2010
922,1360373,0.366,0.056,242.48,0,10,17,18,7,2009
923,515661,3.018,0.156,233.46,22,19,45,9,12,2007
924,142383,1.886,0.4,245.87,20,14,27,25,3,2007
925,1282518,1.288,0.05,239.41,19,8,42,25,5,2009
926,572738,1.438,0.046,237.75,17,11,2,18,1,2008
